,tokens,lemma,postag
0,kapatid|NNC,kapatid,NNC
2549,Tinulungan|VBOF,Tinulungan,VBOF
2550,Wooooosh|NNP,Wooooosh,NNP
2551,Miyerkoles|NNP,Miyerkoles,NNP
2552,nakilala|VBTS,nakilala,VBTS
2553,kakambal|NNC,kakambal,NNC
2554,masaktan|VBW,masaktan,VBW
2555,Sara|NNP,Sara,NNP
2556,Binigyan|VBOF,Binigyan,VBOF
2557,espesyal|JJD,espesyal,JJD
2558,Payapang|NNP_CCP,Payapang,NNP_CCP
2559,nakatingin|VBTS,nakatingin,VBTS
2560,hinabol|VBOF,hinabol,VBOF
2561,makita|VBW,makita,VBW
2562,sila|PRP,sila,PRP
2563,pagmamakaawa|NNC,pagmamakaawa,NNC
2564,pwede|VBS,pwede,VBS
2565,ΓÇ¥|CDB,ΓÇ¥,CDB
2566,Dahan|NNP,Dahan,NNP
2567,naoobserbahan|VBTR,naoobserbahan,VBTR
2568,kalamidad|NNC,kalamidad,NNC
2569,nagpakita|VBTS,nagpakita,VBTS
2570,tagpiin|NNC,tagpiin,NNC
2571,Bureau|NNP,Bureau,NNP
2572,nagbobomba|VBTR,nagbobomba,VBTR
2573,kasunod|JJD,kasunod,JJD
2574,Magandang|VBOF_CCP,Magandang,VBOF_CCP
2575,kabayo|NNC,kabayo,NNC
2576,makakausap|VBW,makakausap,VBW
2577,Pinatulog|VBTS,Pinatulog,VBTS
2578,Ididikit|NNP,Ididikit,NNP
2579,nangako|VBTS,nangako,VBTS
2580,taka|NNC,taka,NNC
2581,Mukhang|RBM,Mukhang,RBM
2582,Muning|FW,Muning,FW
2583,dinaanan|VBTR,dinaanan,VBTR
2584,umang|VBAF_CCP,umang,VBAF_CCP
2585,nalang|RBD_CCP,nalang,RBD_CCP
2586,pakiusap|NNC,pakiusap,NNC
2587,natitira|VBTR,natitira,VBTR
2588,langit|NNC,langit,NNC
2589,noooo|FW,noooo,FW
2590,Kinuha|VBOF,Kinuha,VBOF
2591,lawa|NNC,lawa,NNC
2592,ipanlalaba|VBTR,ipanlalaba,VBTR
2593,Lola|NNC,Lola,NNC
2594,Nagsimulang|VBTS_CCP,Nagsimulang,VBTS_CCP
2595,anak|NNC,anak,NNC
2596,dagdag|JJD,dagdag,JJD
2597,nais|VBS,nais,VBS
2598,nagpasya|VBTS,nagpasya,VBTS
2599,DepEd|FW,DepEd,FW
2600,Nakatulog|VBTS,Nakatulog,VBTS
2601,makiusap|VBW,makiusap,VBW
2602,talo|NNC,talo,NNC
2603,biko|JJD,biko,JJD
2604,Gumagapang|NNP_CCP,Gumagapang,NNP_CCP
2605,siyudad|NNC,siyudad,NNC
2606,Nabalitaan|VBTR,Nabalitaan,VBTR
2607,C.|NNPA,C.,NNPA
2608,mabuti|RBD,mabuti,RBD
2609,Tapos|RBW,Tapos,RBW
2610,Magdodrowing|NNP,Magdodrowing,NNP
2611,Region|NNP,Region,NNP
2612,4|CDB,4,CDB
2613,hulihin|VBOF,hulihin,VBOF
2614,Nakayukong|JJD_CCP,Nakayukong,JJD_CCP
2615,nagpapalakas|VBTR,nagpapalakas,VBTR
2616,naisip|VBTS,naisip,VBTS
2617,libu|FW,libu,FW
2618,tinaong|VBTS,tinaong,VBTS
2619,lumiliwanag|VBTR_VBAF,lumiliwanag,VBTR_VBAF
2620,Curriculum|NNP,Curriculum,NNP
2621,kukuha|VBTF,kukuha,VBTF
2622,Section|NNP,Section,NNP
2623,Regalo|NNP,Regalo,NNP
2624,tuyot|JJD,tuyot,JJD
2625,dahil|CCR,dahil,CCR
2626,Dumating|VBAF,Dumating,VBAF
2627,miss|NNC,miss,NNC
2628,pahayag|NNC,pahayag,NNC
2629,basta|CCT,basta,CCT
2630,1|CDB,1,CDB
2631,Naniniwala|VBTR,Naniniwala,VBTR
2632,Napatigil|VBTS,Napatigil,VBTS
2633,tinatanaw|VBTR,tinatanaw,VBTR
2634,Hmmm|NNP,Hmmm,NNP
2635,naghugas|VBTS,naghugas,VBTS
2636,hatid|JJD,hatid,JJD
2637,marunong|JJD,marunong,JJD
2638,Umikot|NNP,Umikot,NNP
2639,Ibabalik|VBTF,Ibabalik,VBTF
2640,nagsulputan|VBTR,nagsulputan,VBTR
2641,mataas|JJD,mataas,JJD
2642,namimingwit|VBTR,namimingwit,VBTR
2643,Sabi|VBS,Sabi,VBS
2644,Nagsiksikan|VBTR,Nagsiksikan,VBTR
2645,pagulong|NNC,pagulong,NNC
2646,tulala|JJD,tulala,JJD
2647,naghahabulan|VBTR,naghahabulan,VBTR
2648,pampang|NNC,pampang,NNC
2649,munting|JJD_CCP,munting,JJD_CCP
2650,hantik|NNC,hantik,NNC
2651,asan|NNC,asan,NNC
2652,ikaw|PRS,ikaw,PRS
2653,Kahit|CCT,Kahit,CCT
2654,tilapya|NNC,tilapya,NNC
2655,aanod|FW,aanod,FW
2656,pauwi|NNC,pauwi,NNC
2657,Ayaw|RBF,Ayaw,RBF
2658,hingin|VBOF,hingin,VBOF
2659,Muning|NNP,Muning,NNP
2660,naisipan|VBTS,naisipan,VBTS
2661,nagtagal|VBTS,nagtagal,VBTS
2662,Sherlock|NNP,Sherlock,NNP
2663,nananahan|VBTR,nananahan,VBTR
2664,kakailanganin|VBTF,kakailanganin,VBTF
2665,Microcarpa|NNP,Microcarpa,NNP
2666,paibabaw|JJD,paibabaw,JJD
2667,Tulong|NNC,Tulong,NNC
2668,sinusundan|VBTR,sinusundan,VBTR
2669,magpapabili|VBTF,magpapabili,VBTF
2670,Ganyan|NNP,Ganyan,NNP
2671,Lilly|NNP,Lilly,NNP
2672,lola|NNC,lola,NNC
2673,kumakamot|VBTR_VBAF,kumakamot,VBTR_VBAF
2674,Magkapatid|JJD,Magkapatid,JJD
2675,naghihintay|VBTR,naghihintay,VBTR
2676,Ayusin|VBOF,Ayusin,VBOF
2677,yong|PRO_CCP,yong,PRO_CCP
2678,uminit|VBAF,uminit,VBAF
2679,sobrang|JJCS_CCP,sobrang,JJCS_CCP
2680,Walang|VBN_CCP,Walang,VBN_CCP
2681,kamay|NNC,kamay,NNC
2682,maghuhugas|VBW,maghuhugas,VBW
2683,lamang|RBI,lamang,RBI
2684,Ay|RBF,Ay,RBF
2685,baka|NNC,baka,NNC
2686,Iminulat|VBTS,Iminulat,VBTS
2687,pinilit|RBD,pinilit,RBD
2688,mapula|JJD,mapula,JJD
2689,ding|RBI_CCP,ding,RBI_CCP
2690,tingnan|VBOF,tingnan,VBOF
2691,kumawala|VBAF,kumawala,VBAF
2692,minsanan|RBW,minsanan,RBW
2693,Cinderella|NNP,Cinderella,NNP
2694,Titay|NNC,Titay,NNC
2695,nagpahinga|VBTS,nagpahinga,VBTS
2696,isda|NNC,isda,NNC
2697,kaunti|PRI,kaunti,PRI
2698,Talasalitaan|NNP,Talasalitaan,NNP
2699,kagubatan|NNC,kagubatan,NNC
2700,Niyakap|VBTS,Niyakap,VBTS
2701,bigla|JJD,bigla,JJD
2702,Nay|CDB,Nay,CDB
2703,aaral|NNC,aaral,NNC
2704,matuyo|RBD,matuyo,RBD
2705,ako|PRS,ako,PRS
2706,Pakakita|VBTS,Pakakita,VBTS
2707,May|VBH,May,VBH
2708,dinuduyan|VBTR,dinuduyan,VBTR
2709,Mararamdaman|VBTF,Mararamdaman,VBTF
2710,sumama|VBAF,sumama,VBAF
2711,okasyon|NNC,okasyon,NNC
2712,alam|VBS,alam,VBS
2713,Agtang|PRQ_CCP,Agtang,PRQ_CCP
2714,gulay|NNC,gulay,NNC
2715,liksi|NNC,liksi,NNC
2716,umang|VBS,umang,VBS
2717,ΓÇª|FW,ΓÇª,FW
2718,paglangoy|VBW,paglangoy,VBW
2719,Humawak|VBAF,Humawak,VBAF
2720,O|NNPA,O,NNPA
2721,nag|FW,nag,FW
2722,nagkalat|VBTS,nagkalat,VBTS
2723,ΓÇ¥|NNC,ΓÇ¥,NNC
2724,Naglalaba|VBTS,Naglalaba,VBTS
2725,kunin|VBOF,kunin,VBOF
2726,Mt.|NNPA,Mt.,NNPA
2727,Makakabili|VBTF,Makakabili,VBTF
2728,bumabalik|VBTR_VBAF,bumabalik,VBTR_VBAF
2729,umalis|VBTS_VBAF,umalis,VBTS_VBAF
2730,Inakyat|VBTS,Inakyat,VBTS
2731,Hello|NNC,Hello,NNC
2732,mata|NNC,mata,NNC
2733,Apat|JJN,Apat,JJN
2734,Natapos|VBTS,Natapos,VBTS
2735,baguhin|VBOF,baguhin,VBOF
2736,alalahanin|NNC,alalahanin,NNC
2737,tulad|JJC,tulad,JJC
2738,Inaayos|VBTR,Inaayos,VBTR
2739,Patuloy|JJD,Patuloy,JJD
2740,nakangiting|VBTR_CCP,nakangiting,VBTR_CCP
2741,akala|VBS,akala,VBS
2742,Ganiyan|NNP,Ganiyan,NNP
2743,Balabaw|NNC,Balabaw,NNC
2744,mabuti|JJD,mabuti,JJD
2745,iginuhit|VBTF,iginuhit,VBTF
2746,binubunot|VBTR,binubunot,VBTR
2747,namang|RBI_CCP,namang,RBI_CCP
2748,madamong|JJD_CCP,madamong,JJD_CCP
2749,nangingitlog|VBTR,nangingitlog,VBTR
2750,patay|JJD,patay,JJD
2751,butas|NNC,butas,NNC
2752,uod|NNC,uod,NNC
2753,paunahan|RBD,paunahan,RBD
2754,na|CCP,na,CCP
2755,Lumabas|VBAF,Lumabas,VBAF
2756,Pasilip|NNP,Pasilip,NNP
2757,pabalik|VBW,pabalik,VBW
2758,ibang|PRI_CCP,ibang,PRI_CCP
2759,damit|NNC,damit,NNC
2760,magkakaibigan|VBTF,magkakaibigan,VBTF
2761,mahika|JJD,mahika,JJD
2762,partnership|FW,partnership,FW
2763,masipag|JJD,masipag,JJD
2764,Ay|FW,Ay,FW
2765,Tinuka|VBOF,Tinuka,VBOF
2766,matauhan|VBW,matauhan,VBW
2767,Susundin|VBTF,Susundin,VBTF
2768,namanhid|VBTS,namanhid,VBTS
2769,paslit|NNC,paslit,NNC
2770,boses|NNC,boses,NNC
2771,paano|PRQ,paano,PRQ
2772,kaliwa|JJD,kaliwa,JJD
2773,Lumapit|VBAF,Lumapit,VBAF
2774,po|RBS,po,RBS
2775,batis|NNC,batis,NNC
2776,umawit|VBAF,umawit,VBAF
2777,batang|NNC_CCP,batang,NNC_CCP
2778,Kulay|JJD,Kulay,JJD
2779,masarap|JJD,masarap,JJD
2780,lisanin|VBOF,lisanin,VBOF
2781,hinampas|VBTS,hinampas,VBTS
2782,Mag|NNCA,Mag,NNCA
2783,Aray|NNP,Aray,NNP
2784,naghanda|VBTS,naghanda,VBTS
2785,sinalubong|VBTS,sinalubong,VBTS
2786,Maggy|NNP,Maggy,NNP
2787,niyang|PRS_CCP,niyang,PRS_CCP
2788,Roxas|NNP,Roxas,NNP
2789,nandoon|RBL,nandoon,RBL
2790,Maya|NNP,Maya,NNP
2791,Ngingiti|NNP,Ngingiti,NNP
2792,agad|RBD,agad,RBD
2793,Umupo|VBAF,Umupo,VBAF
