,topics
1216,Sebrang bisiro
1217,Aklat ni Ester
1218,Teorya ng laro
1219,Karta
1220,Telebisyong kable sa Pilipinas
1221,Abenida East
1222,Paghuhubog ng katawan
1223,Kerala
1224,Castiglione Olona
1225,Seno ng Sityum
1226,Choachi
1227,Bibi ng Lawa
1228,Magnolia Hotshots
1229,Leyte
1230,Gameto
1231,Villabate
1232,Walang seks
1233,Itaas na Paleolitiko
1234,Kiskisan
1235,Wikang Latin
1236,San Martin de Porres
1237,Pilosopiya
1238,Behn
1239,Alexander Fleming
1240,Hormonal replacement therapy
1241,Papa Romano
1242,Sistikong pibrosis
1243,Taikomochi
1244,Yoshinori Hiroma
1245,Odisea
1246,Sock
1247,Pista ng Panagbenga
1248,Truccazzano
1249,San Elias
1250,Kapilya Sistina
1251,Zacarias
1252,Abu Bakr
1253,Claudius
1254,Dacia
1255,Kun Aguero
1256,Otasukeman
1257,Mandarangkal
1258,Dalagambukid
1259,Hokkien
1260,Kanonisasyon
1261,Pagbabawas
1262,Mesenzana
1263,Nel Rapiz
1264,Malaking Baha
1265,Sergio Goyri
1266,Tadyang
1267,Seksuwal na nilalang
1268,Shirasu Jiro
1269,Tiktik
1270,Lalawigan ng Bingol
1271,Taglio di Po
1272,Papa Dono
1273,Shinya Osada
1274,Boku ga Boku de Aru Tame ni
1275,Athos
1276,Wikang Catalan
1277,Talaan ng mga Pangalawang Pangulo ng Pilipinas
1278,Pulo ng Norfolk
1279,Caldwell catalogue
1280,Wikang Laven
1281,Hiroki Shinjo
1282,Trasyano
1283,Pagbabanto
1284,Takumi Hasegawa
1285,Wildfire
1286,Erotikong paghilot
1287,Pagsusong pangpagtatalik
1288,Ikaapat na Krusada
1289,Sathit Wongnongtoey
1290,Konstruksiyon
1291,Yugo Kanno
1292,Shiro Kikuhara
1293,Ano Hi ni Kaeritai
1294,Tamil
1295,Aklat ni Oseas
1296,Panggagahasa
1297,Estadistika
1298,Sagay
1299,Makinang wangisan
1300,Emperador Kokaku
1301,Kahalayan
1302,Talaan ng mga pelikulang Pilipino ayon sa laki ng kinita sa Pilipinas
1303,Pagkalumpo
1304,Capparis spinosa
1305,Pagkalulong sa bawal na gamot
1306,Upuan
1307,Ang mga Talatang Makasatanas
1308,Harvest Villa
1309,Ligiran
1310,Prusya
1311,Noragugume
1312,Indore
1313,Sustansiyang kimikal
1314,Mga comune ng Ain
1315,Anak ni Waray
1316,Casimiro Ynares III
1317,Wika
1318,Benjamin Alves
1319,Unibersidad ng Massachusetts Boston
1320,Kimi ga Jinsei no Toki
1321,Taranis
1322,Bushranger
1323,Takumi Watanabe
1324,Casablanca
1325,Katamaran
1326,Halakha
1327,Pamantayan sa seksuwalidad
1328,Dong Puno Live
1329,Michael Yano
1330,Nei Mongol
1331,Erotikong paghilot
1332,Estasyong daangbakal ng Capas
1333,Zamboangueno
1334,Kurbadang Ricci
1335,Montecrestese
1336,Seksuwal na pagpili
1337,Francisco de Goya
1338,Kitchie Nadal
1339,Ekonomiks na pambayan
1340,Etikang pangnegosyo
1341,Pamela Dean
1342,Plaskang Florencia
1343,Bundok
1344,Koi no Chikara
1345,Batong gilingan
1346,Pamur
1347,Istvan Sandorfi
1348,Tala ng mga palabas sa telebisyon sa Pilipinas
1349,Lalawigan ng Zaire
1350,My Guitar Princess
1351,Wikang Cuiba
1352,Santa Justina
1353,Millerovo
1354,Bakalaw
1355,Daegu
1356,Sekum
1357,Felis chaus
1358,Perestroika
1359,Kota Miura
1360,Panlaban ng katawan
1361,Combita
1362,Rublo
1363,Just Joking
1364,Imperyong Britaniko
1365,Kuwarterbak
1366,Unibersidad ng Nottingham
1367,Talaan ng mga anime
1368,John Bardeen
1369,Tagapangalaga ng kapayapaan
1370,Unang lalaki o babae
1371,Amerikanong putbol
1372,Ehersisyong nagpapatigas ng masel
1373,Interaksiyong malakas
1374,Operasyong Barbarossa
1375,Mainz
1376,Nina Sublatti
1377,Historikal na relihiyong Vediko
1378,Anette Michel
1379,Tatsulok
1380,Pakikidigmang gerilya
1381,Maning malutong at marupok
1382,Osvaldo Escudero
1383,Antonio Daniel
1384,Kipot ni Magallanes
1385,Bahay ng Ifugao
1386,Pagkakabuhol na quantum
1387,Pamamahala ng proyekto
1388,Ingushetia
1389,Alpha
1390,Les Miserables
1391,Kilyawan
1392,Bersa
1393,Moon of Desire
1394,Dragong Intsik
1395,Kriyobiyolohiya
1396,Charles Badham
1397,Dasol
1398,Joshua Ocampo
1399,Hilagang Korea
1400,Edward Victor Appleton
1401,Kalye Hidalgo
1402,Paoay
1403,Telefonica
1404,Kolehiyo Butuan Doktorados
1405,Ginambalang pagtatalik
1406,Sun Myung Moon
1407,Turks and Caicos Islands
1408,Tang Zhi Wei
1409,Republika ng Sakha
1410,Ehersisyong pangkatawan
1411,Onnatachi no Teikoku
1412,Paranaque
1413,Angkop na pangangatawan
1414,Proyektong Bojinka
1415,Ahmed Chalabi
1416,Karagatang Tethys
1417,Rustic Period
1418,Confucius
1419,Unyong Sobyet
1420,Banchette
1421,Araling panrelihiyon
1422,Kasangkapang pangkasarian
1423,Basud
1424,Sultan sa Barongis
1425,Kamaron
1426,Panday Kids
1427,Itim
1428,Sormano
1429,Tony Benroy
1430,Highschool of the Dead
1431,Blast of Tempest
1432,EDSA Tres
1433,Paaralan ni Santa Maria
1434,Oslo
1435,Pastelerya
1436,Tanjungpinang
1437,Semento
1438,Triyumbirado
1439,Abenida North
1440,Ungguwento
1441,Sanggunian
1442,Kurukshetra
1443,Sawmill
1444,Ernest Shackleton
1445,Antiparasitiko
1446,Neutron
1447,Yoko Takahashi
1448,Patriarka Teodoro II ng Alehandriya
1449,Akina Chen
1450,Jophiel
1451,Aklat ni Ageo
1452,Hayop sa kalawakan
1453,Uthman Ibn Affan
1454,Rodrigo Nunes de Oliveira
1455,Palestinian Liberation Organization
1456,Pamantasang Syracuse
1457,Plesiadapis
1458,Katedral ng Malolos
1459,Seraph of the End
1460,Katayuang panlipunan
1461,Andronikos III Palaiologos
1462,Produksiyon
1463,Paniki
1464,Capolona
1465,Herminio Aquino
1466,Protestantismo
1467,Karl Jansky
1468,Lina Espina Moore
1469,FLCL
1470,Passi
1471,Adelaide
1472,Uruk
1473,Kojiro Shinohara
1474,Jose Melo
1475,Yin at yang
1476,Linyang Yahiko
1477,Kitambayan
1478,Shinya Yajima
1479,Ludwika Paleta
1480,Tutankhamun
1481,Serravalle di Chienti
1482,Kaugalian
1483,Wikipediang Inupiaq
1484,Alpette
1485,Seksuwal na pagpili
1486,Mga comune ng Ain
1487,Gamot na pampamanhid
1488,Gansa
1489,Balisuso
1490,Mga palakasang Olimpiko
1491,The Legend of Sleepy Hollow
1492,MATS College of Technology
1493,Harana
1494,Rafael Arnaiz Baron
1495,Madamba
1496,Pagtatanan
1497,Nakunan
1498,Disenyo
1499,Seksuwal na pagpili
1500,Interaksiyong mahina
1501,Chermoz
1502,Dalagang Ilocana
1503,Pangingiling seksuwal
1504,Metastasis
1505,Rayuma
1506,Martin Luther
1507,Estados Unidos
1508,Shingo Matsuoka
1509,Digmaang Koreano
1510,Gulugod
1511,Gagliano del Capo
1512,Gitan Otsuru
1513,Santuwaryo
1514,Saint John Technological College of the Philippines
1515,Kakumanu
1516,He
1517,Damdamin
1518,Kaharian ng Tungning
1519,Mata ng tao
1520,Komonwelt ng Pilipinas
1521,Bihud
1522,Castenedolo
1523,Uhog
1524,Heneral
1525,The Triumph of Civic Virtue
1526,Termodinamika
1527,Giotto di Bondone
1528,Jaja Gonzales
1529,Nash Aguas
1530,Mabalacat
1531,Surian ng Imus
1532,Tetraquark
1533,Republikang Sosyalistang Sobyetikang ng Heorhiya
1534,Henny Meijer
1535,Kahaliling pampagtatalik
1536,Sun Wukong
1537,Pilipinong Amerikano
1538,Gitnang Amerika
1539,Valentiniano I
1540,Thiago Martinelli
1541,Wikang Ipulo
1542,Computer graphics
1543,Reptilya
1544,Nora Aunor
1545,Anne Sullivan
1546,Supragano
1547,Kasiri
1548,Cybersex
1549,Tagapagtuos
1550,Pagpapahalaga sa sarili
1551,Barena
1552,Saber Marionette J to X
1553,Iskalang Kinsey
1554,Parmakolohiya
1555,Distritong Pederal ng Siberya
1556,Panitikang Irlandes
1557,Melanogrammus aeglefinus
1558,Idlip
1559,Pansit canton
1560,Wikang Phong
1561,Kasalanan
1562,Morpema
1563,Leon
1564,Estados Unidos
1565,Hungary
1566,Isdang bughaw
1567,Botanika
1568,Astrobiyolohiya
1569,Papa Vitaliano
1570,Miguel Lopez de Legazpi
1571,Sarah Miles
1572,Bansang umuunlad
1573,Pagliliwaliw
1574,Soberanya
1575,Panliligaw
1576,Nihilismo
1577,Paliparan
1578,Pangunahing kaaway
1579,Rodrigo
1580,Pagdedentista
1581,Josip Broz Tito
1582,Kanye West
1583,Athena
1584,Bansang umuunlad
1585,Republikang Tseko
1586,Pamantasang Putra Malaysia
1587,Oniyome Nikki
1588,Buntabay
1589,Rules of Survival
1590,Gabi ng Pangangaluluwa
1591,Yahiro Kazama
1592,Tacloban
1593,Sneferu
1594,Mazzarrone
1595,Frabosa Soprana
1596,Dalubhasaang Easter
1597,Habang Kapiling Ka
1598,Napapaderang Lungsod
1599,Pamantasang Koc
1600,Wikipediang Sebuwano
1601,Francisco ng Asisi
1602,Kasaysayan ng sayaw
1603,Hot Shot
1604,Sanhedrin
1605,Rudolph I ng Alemanya
1606,Hiroshi Aso
1607,Karl Heinrich Ulrichs
1608,Central Park
1609,Morpeo
1610,Mga comune ng Lalawigan ng Bergamo
1611,Telegrapiya
1612,Amanda Zhu
1613,Kilometro
1614,Karmay
1615,Domingo Abella
1616,Sine Screen
1617,Claudius Caesar Augustus Germanicus
1618,Aishite Knight
1619,Hans Bethe
1620,Haifa
1621,Lycodon flavomaculatus
1622,Mondino de Luzzi
1623,Komputasyon
1624,Emilio Molins
1625,Rosita de la Vega
1626,Merlin
1627,Edinburgh
1628,Daang Kisad
1629,The Secret Notes of Lady Kanoko
1630,Hapdi pagkatapos manganak
1631,Kolehiyo Nova Komputadora
1632,Mga comune ng Ain
1633,Ngiti
1634,Benedicto Miran
1635,Aranya
1636,Kathleen Turner
1637,Gawgaw
1638,Hangul
1639,Arsoduke Franz Ferdinand ng Austria
1640,Landas ng Buhay
1641,Saligang batas
1642,Berseba
1643,Banu Adi
1644,Bubuwit
1645,Miyerkules ng Abo
1646,Patakarang kadena
1647,Andalucia
1648,Kuwadrilateral
1649,Agorapobya
1650,Netizen
1651,Quebec
1652,Gineang Ekwatoriyal
1653,Pontipise
1654,Damit pambasa
1655,Mentohotep
1656,Dumalneg
1657,Boro
1658,Tamerlan
1659,Canal San Bovo
1660,Nilalang
1661,Pipit
1662,Digmaang Troya
1663,Gulong
1664,Aklat ni Mormon
1665,Hiawatha
1666,Pagkalulong sa bawal na gamot
1667,Chad
1668,Sulat sa mga Hebreo
1669,Pagsusuri
1670,Simbahang Griyegong Ortodokso
1671,Garessio
1672,Suisei Monogatari
1673,Likas na tulay
1674,Nabubuong sanggol
1675,Mondino de Luzzi
1676,Unibersidad ng Turin
1677,Sayaw na pambulwagan
1678,Araling Aprikana
1679,Akbar ang Dakila
1680,Neon
1681,Pikot
1682,Teoryang Nebular
1683,Charles Dickens
1684,Ignacio ng Loyola
1685,Karpintero
1686,John Lloyd Cruz
1687,Intelihensiyang artipisyal
1688,Papa Anastasio I
1689,Pertilidad
1690,David Ponce de Leon
1691,Wikang Ot Danum
1692,Hokuto Gaiden
1693,Lubuagan
1694,Arfacsad
1695,Pagtatanan
1696,Pamantayang oras ng Tsina
1697,Cataluna
1698,Vallo di Nera
1699,Futakoi Alternative
1700,Kuala Lumpur
1701,Binga
1702,Mga comune ng Lalawigan ng Naples
1703,Distrito ng Shamkir
1704,Nandyal
1705,Nefertiti
1706,Katabaan
1707,Wikang Lubu
1708,Paboreal
1709,Sakura Asagi
1710,Mikrobiyolohiya
1711,Taon
1712,Chit Sunthornvon
1713,Arkus senilis
1714,Paghuhubog ng katawan
1715,Maximiliano I ng Mehiko
1716,Ryosuke Yamanaka
1717,Asimilasyon
1718,Lalawigan ng Asti
1719,Jack City
1720,Pasko ng Pagkabuhay
1721,Lungsod ng Quebec
1722,Suizhou
1723,Kolehiyo Estatal Aeronautiko ng Pilipinas
1724,Maria
1725,Rizelmine
1726,Sentro Rizal
1727,CBS
1728,Ponograpo
1729,Lungsod ng Saitama
1730,Seksuwal na pagpili
1731,Kilyawan
1732,Seresang namumulaklak
1733,Panglagalag ng Misyong Panggagalugad sa Marte
1734,Kazuhiko Takemoto
1735,Bacillales
1736,Ariwanas
1737,Anacleto Diaz
1738,Mito ng paglikha ng Sumerya
1739,Nanolitograpiya
1740,Tsismis
1741,Aklat ng mga Panaghoy
1742,Rudy Hatfield
1743,Paraang Euler
1744,Nefertiti
1745,Taro Aso
1746,Ferdowsi
1747,Leon Trotsky
1748,Lebanon
1749,Kohabitasyon
1750,Yasuyuki Iwasaki
1751,Joao Costa Neto
1752,Galanggalangan
1753,Pagsusuri ng sayaw
1754,Kabilang buhay
1755,Pamamanhid ni Bell
1756,Eurodistrito
1757,Aleck Bovick
1758,Awit ng Tatlong Kabataan
1759,Downhill creep
1760,Jacques Piccard
1761,Panggugulayin
1762,Crawford Long
1763,Mga comune ng Lalawigan ng Caserta
1764,Brassicaceae
1765,Seksuwal na pagpili
1766,Pilosopiya ng matematika
1767,Kabalyas
1768,Demonisasyon
1769,Iriga
1770,Tao
1771,Kikil
1772,Komi
1773,Biyoinhenyeriya
1774,Novozybkov
1775,Republikang Dominikano
1776,Cabo Verde
1777,Unibersidad ng Trento
1778,Bumbilya
1779,Etnosentrismo
1780,Arthur Conan Doyle
1781,Natasha Dupeyron
1782,Diyos ng digmaan
1783,Jaroszowa Wola
1784,Pagsasarilinan
1785,Source Code Pro
1786,Oo
1787,Christopher
1788,Idroksido
1789,Tevet
1790,Kawalan ng ginagawa
1791,Streptomyces alboniger
1792,Maria Callas
1793,Pakikidigmang gerilya
1794,Felix Makasiar
1795,Karamelo
1796,Jarinko Chie
1797,Kababaihan ng Troya
1798,Africa no Yoru
1799,Dinamika ng likido
1800,Seksuwal na nilalang
1801,Joaquin Carlos Rahman Nava
1802,Aruro
1803,Pugad
1804,Mariringal na mga hangin
1805,Julio Cesar Pinheiro
1806,Commodus
1807,Daimyo
1808,Yoshihide Nishikawa
1809,Brindisi
1810,Dama Jane Seymour
1811,Jet Singh
1812,Yuji Tsukada
1813,Pamamaywang
1814,Pokemon
1815,Mga comune ng Lalawigan ng Chieti
1816,Tinguian
1817,Berseba
1818,Atsushi Shirota
1819,Distritong pambatas ng Bukidnon
1820,Ina ng Laging Saklolo
1821,Kill la Kill
1822,Tupa
1823,Ikalawang Sulat ni Pedro
1824,Kongkistang Normando
1825,Mitolohiyang Maori
1826,Krasnoznamyonsk
1827,Mga comune ng Lalawigan ng Salerno
1828,New Brunswick
1829,AIT
1830,Tala ng mga pambansang awit
1831,Delilah Rene
1832,Aso
1833,Kapisanan ng Pandaigdigang Kalakalan
1834,James Christian Kimmel
1835,Oregano
1836,Malarya
1837,Tantei Opera Milky Holmes
1838,Mga comune ng Lalawigan ng Salerno
1839,Sergio Vazquez
1840,Pagoda sa Wawa
1841,Balo
1842,Lemlunay
1843,Araling Latino
1844,Kiyofumi Ohno
1845,Butano
1846,Hangul
1847,Paliparang Pandaigdig ng Ninoy Aquino
1848,Paterno
1849,James Angulo
1850,Liham ng pagtitiwala
1851,Pagdila sa ari ng babae
1852,Taksonomiya
1853,Phoenicia
1854,Isabel ng Ungria
1855,Hukbong Kawal Pandagat ng Pilipinas
1856,Black Rock Shooter
1857,Kalendaryong Ebreo
1858,Massachusetts Institute of Technology
1859,Mga wikang Bisaya
1860,Vintar
1861,Sayaw
1862,Kasiri
1863,Hero ng Alehandriya
1864,Wikipediang Kannada
1865,Las Pinas National High School
1866,Lawa ng Volta
1867,Alagad
1868,Kazakhstan
1869,United Kingdom
1870,Dadaismo
1871,Mga comune ng Lalawigan ng Avellino
1872,Tsada
1873,Jai Reyes
1874,Isabel ng Ungria
1875,Kukurbita
1876,John Denver
1877,Ayuno
1878,Ikaw
1879,Chang Kuo Chu
1880,Paminta
1881,Pagpapanatili ng bigat
1882,Yekaterinburg
1883,Lungsod ng Zamboanga
1884,Tassos Papadopoulos
1885,Berlin
1886,Aoashi
1887,Astronomiya
1888,Interaksiyong malakas
1889,Omar Khayyam
1890,Kalamnang pampuwitan
1891,Pundamental na interaksiyon
1892,Daemones Ceramici
1893,Asteroidea
1894,Imperyo ng Maurya
1895,Mga Italyano
1896,Hugis ng katawang pambabae
1897,Buck Baker
1898,Papa Juan Pablo II
1899,Pagtatalik na pangsuso
1900,Panggasinan
1901,Pamimintog ng tinggil
1902,Bus Gamer
1903,Eternal Sonata
1904,San Venanzo
1905,Shakhty
1906,Origami
1907,Cairo
1908,Jailton Nunes de Oliveira
1909,Lila
1910,Pinili
1911,Pagkabingi
1912,Tintura
1913,Morge
1914,Sistemang pandinig
1915,Miguel de la Mora
1916,Travaco Siccomario
1917,Herusalem
1918,Benjamin
1919,Himagsikang seksuwal
1920,Balzola
1921,Kalakalan
1922,Relasyon
1923,Tomoko Ikuta
1924,Cabiate
1925,Kapuluang Peroe
1926,Opalo
1927,Anna Liza
1928,Pagpapahayag ng kalayaan
1929,Hangul
1930,Zurich
1931,Kuwarterbak
1932,Socotra
1933,Timba
1934,Miley Cyrus
1935,Dina Bonnevie
1936,Pari
1937,Maya
1938,Yasuo Suzuki
1939,SOP Gigsters
1940,Las Pinas
1941,Arpaia
1942,Ginatlaang binumbong
1943,Adriana Fonseca
1944,Kristalograpiya
1945,Junior Johnson
1946,Pagkabingi
1947,Miles Ocampo
1948,Pista
1949,Pangkalahatang abogado
1950,Suleras
1951,Brooklyn
1952,Aklat ni Habacuc
1953,Katabaan
1954,Ortodoksiyang Oriental
1955,Distansiya
1956,Don Laurel
1957,Chusovoy
1958,Prepektura ng Shimane
1959,Sagay
1960,Layon
1961,Argonota
1962,Monarkiya ng United Kingdom
1963,Papa Pablo III
1964,Tinguian
1965,Joseph Estrada
1966,Halong racemic
1967,Emperador Xianfeng
1968,Bettona
1969,Tago
1970,Irene
1971,Almuranas
1972,Bubuwit
1973,Appignano del Tronto
1974,Pangkukulam
1975,Digmaan sa Crimea
1976,Pedro Calungsod
1977,Calabarzon
1978,Shin New York Koi Monogatari
1979,Wikang Galisyano
1980,Wikang Purepecha
1981,Caldarola
1982,Helen Keller
1983,Sona
1984,Bubuyog
1985,Panitikang Eskoses
1986,Hiroshi Kawamoto
1987,Moro National Liberation Front
1988,Mekaniks na makaestadistika
1989,Bongbong Marcos
1990,Pinoy Fear Factor
1991,Bagong Lucena
1992,Itanong Mo kay Soriano
1993,Lokal na pangkat
1994,Grisignano di Zocco
1995,Abulya
1996,Anne Sullivan
1997,Maragtas
1998,Suntok
1999,As Sulayyil
2000,Forex signal
2001,Heograpiyang pangkalinangan
2002,William I ng Alemanya
2003,Lampreya
2004,Masang atomiko
2005,Jan Veenhof
2006,Hanapbuhay
2007,Pampaalsa
2008,Araling etniko
2009,Sirenia
2010,Bakunang MMRV
2011,Abestrus
2012,Lalanga
2013,Mga Muslim na Arabo
2014,Next Eleven
2015,Valganna
2016,Kanoli
2017,Empoy Marquez
2018,Tiyaga
2019,Lungsod ng Kobe
2020,Galen
2021,Dagat Pula
2022,Hitomi Kuroishi
2023,Seksuwalidad ng hayop
2024,Pagpapahalaga sa sarili
2025,Plantsang panghinang
2026,Koreo
2027,Mycenae
2028,Mas malaking kalamnang pandibdib
2029,Osvaldo Ardiles
2030,Horchata
2031,Philip Lazaro
2032,Arese
2033,San Pablo de Borbur
2034,Angkop na pangangatawan
2035,Islam
2036,Nagsasariling Bulubunduking Sosyalistikong Republikang Soviet
2037,Apyo
2038,Takahiro Yamanishi
2039,Nebula
2040,Kapernaum
2041,Sistemang panlangit ng mga koordinato
2042,Pagpapala
2043,Kotse
2044,Parlamento
2045,Pananamod
2046,Elastisidad
2047,Tektonika ng mga plato
2048,Neverita
2049,Patubo
2050,Mga munisipalidad ng Colombia
2051,Apat na Tigre ng Asya
2052,Sabado de Gloria
2053,Pangalan ng Diyos sa Hudaismo
2054,Mary McLeod Bethune
2055,Semento
2056,Pagkapukaw na seksuwal
2057,Lubusang kalakhan
2058,Jota Espanola
2059,Balon ni Jacob
2060,Corsico
2061,Mike Donehey
2062,Sho Kamimura
2063,Finland
2064,Kansilyer ng Alemanya
2065,Takajin Yashiki
2066,Astronaut
2067,Enrique ang Nabigador
2068,My Dearest Devil Princess
2069,Punong meridyano
2070,Usa
2071,Taisei Kaneko
2072,Lualhati Bautista
2073,Photios I ng Constantinople
2074,Pedrito Reyes
2075,Ima Ai ni Yukimasu
2076,Anatomiya ng tao
2077,Kombustiyon
2078,Belen
2079,Paul Pimsleur
2080,Palitan ng paninda
2081,Seksuwalidad ng hayop
2082,Satoshi Yoshioka
2083,Kenneth at Mamie Clark
2084,Kadalasan
2085,Application software
2086,Aquifex
2087,Pamamahinga sa higaan
2088,Asno
2089,Pook na Schengen
2090,Yoichi Futori
2091,Chimpanzee
2092,Pagmamanupaktura
2093,Salapi
2094,Teorya ng natatanging relatibidad
2095,Alemanni
2096,Aklat ni Oseas
2097,Abang
2098,Mga kondado ng Albanya
2099,Shimon Peres
2100,Kasalanan
2101,Bermuda
2102,Arros negre
2103,Pangunahing kaaway
2104,Pulang soro
2105,PhilSports Complex
2106,Yu Tamura
2107,Felipe Hilian Nava
2108,Engkanto
2109,Malus
2110,Datilero
2111,Walter Persegati
2112,Andres Kim Taegon
2113,Aparatong pangopya
2114,Jose Cabochan
2115,Pagpupunla
2116,Joseph Buenaventura
2117,Hungary
2118,Hito
2119,Biyenan
2120,Vice Ganda
2121,Marcos ang Ebanghelista
2122,Bauang
2123,Karatula ng Hollywood
2124,Juan Alminos
2125,Intelihensiyang pangmilitar
2126,Julio Cesar Baldivieso
2127,Salansanan ng tubong pangsubok
2128,Milano
2129,Bansang maunlad
2130,Ryuji Kubota
2131,Hukbong dagat
2132,Organismo
2133,Katinig na aprikado
2134,Punong Ministro ng Hapon
2135,Puti
2136,Lungsod ng Lopez Mateos
2137,Manetho
2138,Wikang Sonaga
2139,Ekstinsiyon
2140,Krimen
2141,Bahura ng Gran Barrera
2142,Entomolohiya
2143,Hoshi o Ou Kodomo
2144,Jasmin Reyes
2145,Homoseksuwalidad
2146,Awit ng mga Awit
2147,Teorya ng laro
2148,Kasuwapangan
2149,Prajadhipok
2150,Pamumula ng mukha
2151,Miguel Lopez de Legazpi
2152,Tanga
2153,Sakit na naipapasa sa pakikipagtalik
2154,Banal na Santatlo
2155,Andorra
2156,Kahapon Lamang
2157,Estasyong daangbakal ng Espana
2158,Dromaeosauridae
2159,Pagkabulag
2160,West Japan Railway Company
2161,Bulubundukin ng Ural
2162,Bulubundukin ng Gandise
2163,Oseas
2164,Lubid
2165,BB Gandanghari
2166,Angeles
2167,Cremia
2168,Burdeos
2169,Sappho
2170,Pagpapanatili ng bigat
2171,Sulat ni Hudas
2172,Karaingan
2173,Artemisia absinthium
2174,Kasaysayan ng manga
2175,Doug Kramer
2176,Tadyang
2177,Hoshi no Kinka
2178,Talaan ng mga kulay
2179,Esterilisasyon
2180,Bulkang Mayon
2181,Joseph Stalin
2182,Roberto Moltoc
2183,Dalubhasaang Gordon
2184,Kaligrapiya
2185,Hukbo
2186,Tireno
2187,Peru
2188,Junicode
2189,Omukae desu
2190,Marktl
2191,My Pledge of Love
2192,Membranong mukosa
2193,Estasyong Tutuban
2194,Pilibustero
2195,Estado ng Simbahan
2196,Oncorhynchus clarkii
2197,Tsismis
2198,Ursa Mayor
2199,Slow Start
2200,Hajipur
2201,John Franklin Enders
2202,Eduardo Jose Diniz Costa
2203,Alain Clement
2204,Amerikang Latino
2205,Isolasyonismo
2206,Ricky Hatton
2207,Shotaro Mamiya
2208,Pamangkin
2209,Ekonometriks
2210,Monasteryo ng Tashilhunpo
2211,Diego Silang
2212,Alex Lopes do Nasciment
2213,Xixona
2214,Sobekemsaf I
2215,Modakriliko
2216,Nicolaus Copernicus
2217,Toshiaki Karasawa
2218,Seksuwal na nilalang
2219,Mga lalawigan ng Pilipinas
2220,Ryan Eigenmann
2221,Unang Digmaang Pandaigdig
2222,Obituwaryo
2223,Lungsod ng Biarritz
2224,Rupert Grint
2225,Simbahang Katolika Romana
2226,Castiglione del Lago
2227,Liza Lorena
2228,Kapatawaran
2229,Wikang Fur
2230,Estasyong daangbakal ng Bicutan
2231,Kalamnang pampuwitan
2232,Mga comune ng Lalawigan ng Salerno
2233,Che Che Lazaro Presents
2234,Tony dela Paz
2235,Vesyegonsk
2236,Siyam na Mararangal
2237,Ignaz Semmelweis
2238,Kapuluang Falkland
2239,Koizora
2240,Kultura ng Asya
2241,Ekonomiyang pandaigdigan
2242,Tipaklong
2243,The Powerpuff Girls
2244,Mga wikang Romanse
2245,Juan Pajota
2246,Accipiter gentilis
2247,Sistema ng lansangang bayan sa Pilipinas
2248,Lubusang kalakhan
2249,Christine Jacob
2250,Samahang hindi pangkalakalan
2251,Emma Alegre
2252,Pilipinas
2253,Alaala
2254,Bihud
2255,Mga comune ng Lalawigan ng Pavia
2256,Biyolohiyang molekular
2257,Pagbilang ng Omer
2258,Jennifer Jones
2259,Lumipad
2260,Hiribniya ng Ukranya
2261,Konsehong pangkooperasyon para sa mga golpong estadong arabo
2262,Scotland
2263,Dagat Hilaga
2264,Tiktik
2265,Apostol Pablo
2266,Embryo
2267,Dolphins Arena
2268,Kamera
2269,Sinolohiya
2270,Abdusakur Tan
2271,Haruki Yamauchi
2272,Srikalahasti
2273,Depresyon
2274,Pagmamanang Mendeliano
2275,Aparri
2276,Damdamin
2277,Baraha
2278,Ehersisyong aerobiko
2279,Mario Lanza
2280,Pasko ng Pagkabuhay
2281,Endemismo
2282,Kasuwapangan
2283,Kyo wa Shibuya de Rokuji
2284,Diborsiyo
